sample_id,video_path,frame_idx,status,error,frame_encode_ms,frame_prefill_ms,frame_generate_ms,frame_e2e_ms,prompt_text,generated_text,original_question,choices_json,gold_idx,mode
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,15,ok,,22.306,28.578,411.871,463.614,What is happening now?,"The child is now sitting on a blue chair, holding a green cup.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,16,ok,,16.579,28.270,412.061,457.630,What is happening now?,"The child is now sitting on a blue chair, holding a green cup.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,17,ok,,16.469,29.032,412.844,459.077,What is happening now?,"The child is now sitting on a blue chair, holding a green cup.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,18,ok,,16.588,28.304,476.932,522.557,What is happening now?,"The child is now sitting in a blue high chair, holding a green sippy cup.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,19,ok,,16.674,28.787,412.900,459.070,What is happening now?,"The child is now sitting on a blue chair, holding a green ball.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,20,ok,,16.539,29.280,410.403,456.988,What is happening now?,"The child is now sitting on a blue chair, holding a green ball.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,21,ok,,16.597,28.388,412.818,458.535,What is happening now?,"The child is now sitting in a blue chair, holding a green ball.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,22,ok,,16.530,28.797,455.136,501.174,What is happening now?,"The child is now holding a green cup with a straw, sipping from it.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,23,ok,,16.552,28.419,455.911,501.601,What is happening now?,"The child is now holding a green cup with a straw, sipping from it.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,24,ok,,16.903,28.570,563.443,609.632,What is happening now?,"The child is now sitting in a blue chair, holding a green ball and appears to be playing with it.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,25,ok,,16.537,28.526,564.187,610.029,What is happening now?,"The child is now sitting in a blue chair, holding a green ball and appears to be playing with it.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,26,ok,,16.573,28.284,627.899,673.483,What is happening now?,"The child is now sitting in a blue chair, holding a green bowl, and appears to be eating or playing with it.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,27,ok,,16.593,28.403,499.377,545.106,What is happening now?,"The child is now sitting on a blue chair, holding a green cup and drinking from it.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,28,ok,,16.732,28.189,498.386,544.033,What is happening now?,"The child is now sitting on a blue chair, holding a green cup and drinking from it.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,29,ok,,16.643,28.431,434.733,480.586,What is happening now?,"The baby is now sitting in a blue high chair, holding a green bowl.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,30,ok,,16.738,28.356,585.491,631.306,What is happening now?,"The child is now sitting in a blue chair, holding a green object, and appears to be examining it closely.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,31,ok,,19.124,28.551,585.370,633.868,What is happening now?,"The child is now sitting in a blue chair, holding a green object, and appears to be examining it closely.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,32,ok,,16.532,28.514,477.746,523.508,What is happening now?,"The child is now sitting on a blue chair, holding a green object in their hand.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,33,ok,,16.655,28.318,477.126,522.838,What is happening now?,"The child is now sitting on a blue chair, holding a green object in their hand.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,34,ok,,16.641,28.298,563.811,609.518,What is happening now?,"The child is now holding a green cup, possibly filled with a drink, and appears to be enjoying it.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,35,ok,,16.673,28.524,434.367,480.323,What is happening now?,"The child is now sitting in a blue high chair, holding a green toy.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,36,ok,,16.588,28.541,433.614,479.457,What is happening now?,"The child is now sitting in a blue high chair, holding a green ball.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,37,ok,,16.655,28.765,434.197,480.372,What is happening now?,"The child is now sitting in a blue high chair, holding a green ball.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,38,ok,,16.766,28.705,434.104,480.296,What is happening now?,"The child is now sitting in a blue high chair, holding a green toy.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,39,ok,,16.664,28.418,433.704,479.562,What is happening now?,"The child is now sitting in a blue high chair, holding a green toy.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,40,ok,,16.525,28.915,521.139,567.288,What is happening now?,"The baby is now sitting in a blue high chair, holding a green cup with a white lid.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,41,ok,,16.588,28.629,520.950,566.896,What is happening now?,"The baby is now sitting in a blue high chair, holding a green cup with a white lid.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,42,ok,,16.652,28.393,434.683,480.465,What is happening now?,"The child is now sitting in a blue high chair, holding a green toy.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,43,ok,,16.658,28.382,564.147,609.926,What is happening now?,"The child is now sitting in a blue high chair, holding a green toy with a black and white pattern.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,44,ok,,16.566,28.667,564.157,610.162,What is happening now?,"The child is now sitting in a blue high chair, holding a green toy with a black and white pattern.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,45,ok,,16.612,28.329,630.278,675.962,What is happening now?,"The child is now sitting in a blue high chair, holding a green and white object, possibly a toy or a container.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,46,ok,,16.688,28.458,435.569,481.440,What is happening now?,"The baby is now sitting in a blue high chair, holding a green toy.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,47,ok,,16.681,28.584,434.842,480.849,What is happening now?,"The baby is now sitting in a blue high chair, holding a green toy.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,48,ok,,16.581,28.911,435.526,481.793,What is happening now?,"The baby is now sitting in a blue high chair, holding a green toy.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,49,ok,,16.541,29.137,435.134,481.521,What is happening now?,"The baby is now sitting in a blue high chair, holding a green toy.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,50,ok,,16.545,29.154,435.300,481.732,What is happening now?,"The baby is now sitting in a blue high chair, holding a green toy.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,51,ok,,16.558,29.040,435.140,481.489,What is happening now?,"The baby is now sitting in a blue high chair, holding a green toy.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,52,ok,,16.563,29.105,435.475,481.872,What is happening now?,"The baby is now sitting in a blue high chair, holding a green toy.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,53,ok,,16.599,28.910,565.904,612.210,What is happening now?,"The child is now sitting in a blue chair with a colorful design on the backrest, holding a toy.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,54,ok,,16.558,29.145,651.448,697.892,What is happening now?,"The child is now sitting on a blue chair, holding a small object in their hands, and appears to be examining it closely.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,55,ok,,16.716,28.610,653.184,699.260,What is happening now?,"The child is now sitting on a blue chair, holding a small object in their hands, and appears to be examining it closely.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,56,ok,,16.687,28.569,778.556,824.553,What is happening now?,"The child is now sitting in a blue chair, facing away from the camera, with their head turned to the side, looking down at something in their hands.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,57,ok,,16.579,28.983,521.947,568.292,What is happening now?,"The child is now sitting on a blue chair with a colorful design, facing away from the camera.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,58,ok,,16.654,28.359,523.186,568.899,What is happening now?,"The child is now sitting on a blue chair with a colorful design, facing away from the camera.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,59,ok,,16.715,28.687,672.495,718.680,What is happening now?,"The child is now sitting in a blue chair, facing away from the camera, and appears to be playing with something on the floor.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,60,ok,,16.725,28.675,779.710,825.855,What is happening now?,"The baby is now sitting in a blue high chair, facing away from the camera, and appears to be engaged in an activity, possibly playing with toys or exploring",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,61,ok,,16.585,28.496,565.832,611.696,What is happening now?,"The baby is now sitting upright in the same blue chair, with the same colorful design on the backrest.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,62,ok,,16.559,28.796,565.438,611.529,What is happening now?,"The baby is now sitting upright in the same blue chair, with the same colorful design on the backrest.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,63,ok,,16.499,28.546,587.942,633.727,What is happening now?,"The baby is now sitting upright in the same blue chair, with the same colorful cartoon characters on the backrest.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,64,ok,,16.716,28.467,456.551,502.460,What is happening now?,"The child is now sitting upright in the same blue chair, looking around with curiosity.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,65,ok,,16.610,28.454,501.347,547.180,What is happening now?,"The child is now sitting upright in the same blue chair, looking around the room with curiosity.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,66,ok,,16.529,28.913,499.301,545.479,What is happening now?,"The child is now sitting upright in the same blue chair, looking around the room with curiosity.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,67,ok,,16.676,28.544,436.552,482.531,What is happening now?,"The child is now sitting up in the blue chair, looking around with curiosity.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,68,ok,,16.545,28.965,434.757,481.006,What is happening now?,"The child is now sitting up in the blue chair, looking around with curiosity.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,69,ok,,16.638,28.462,414.005,459.852,What is happening now?,"The child is now sitting on the blue chair, looking around the room.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,70,ok,,16.674,29.182,435.155,481.811,What is happening now?,"The child is now sitting upright in the blue chair, looking around the room.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,71,ok,,16.706,28.792,435.654,481.878,What is happening now?,"The child is now sitting upright in the blue chair, looking around the room.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,72,ok,,16.583,29.210,631.034,677.571,What is happening now?,"The child is now sitting upright in the same blue chair, with the same orange and black patterned object in the background.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,73,ok,,16.629,28.477,414.377,460.236,What is happening now?,"The child is now sitting upright on the blue chair, holding a toy.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,74,ok,,16.703,28.476,413.305,459.227,What is happening now?,"The child is now sitting upright on the blue chair, holding a toy.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
8,/home/nxc/sooyoung7896/kvcache_exp/data/NExTVideo/1101/2574374895.mp4,75,ok,,16.573,28.760,544.940,591.073,What is happening now?,"The child is now sitting upright in the same blue chair, attentively observing the toy in their hands.",what did the baby do after throwing the green cup away while on the floor near the end,"[""clap proudly"", ""the lady sitting down"", ""lay on floor"", ""just picked it up"", ""crawl""]",2,baseline
